person,year_raw,event,type,subtype,phase
klafter,1986,IEEE Fellow 선임 (로보틱스 교육 및 ECE 대학원 교육 공로),수상·명예,fellow,mid_career
klafter,1990년대,"모바일 로봇 프로젝트 — 윈도우 워싱 로봇(고층용), 우주용 직사각 그리드 자가-재배치 articulated 구조",연구·프로젝트,proj_start,mid_career
klafter,1990년대,심장 박동기에 최적 제어 적용 연구 (NSF 지원),연구·프로젝트,proj_start,mid_career
klafter,1994~1995,IEEE Robotics and Automation Society 회장,학회·커뮤니티,editorship,senior
klafter,1994,회장 임기 중 IEEE Robotics and Automation Magazine 창간,학회·커뮤니티,conf_create,senior
klafter,1996,IEEE Fellow → Life Fellow,수상·명예,fellow,senior
klafter,은퇴 후,Recordings for the Blind and Dyslexic (현 Learning Ally) 자원봉사로 교과서 낭독,직업 이력,retire,senior
klafter,2019.11.11,별세,개인사,death,senior
koditschek,출생,"미국 뉴저지주 Montclair 출생, 뉴저지 여러 도시 거쳐 Montclair 정착",개인사,birth,k12
koditschek,고등학교,"Montclair Public High School 졸업 (영문학·역사 관심, 수학 약함)",교육,k12_graduate,k12
koditschek,대학,베트남 전쟁기 입대 — 본인 추첨번호 364(매우 높음)로 면제,외부 영향,war,undergrad
koditschek,학부 초기,Yale University 영문학 전공 시작,교육,bs_enroll,undergrad
koditschek,학부 초기,"언어학·인류학 등으로 옮겨 다님, 결국 휴학",교육,bs_major,undergrad
koditschek,휴학 중,"Norbert Wiener의 ""God & Golem"" 등 대중과학서 읽고 수학 한계 느낌",네트워크,influence,undergrad
koditschek,휴학 중,학교로 돌아가 수학·공학 도전 결심,실패·전환,pivot,undergrad
koditschek,복학 후,Yale 공학 교수 K. S. Narendra(제어이론가)와 만나 큰 영향,네트워크,mentor_meet,undergrad
koditschek,1981,Yale University 공학·응용과학 학사 (B.S.),교육,bs_graduate,undergrad
koditschek,졸업 직후,"학계 안 가겠다 결심, 뉴욕주에서 농촌·이주 노동자 대상 literacy tutor 활동",개인사,personal_other,early_career
koditschek,졸업 직후,"Cesar Chavez 영향 받아 북동부 농장노동자 조직화 시도, 점차 Narendra 연구실 정기 방문",네트워크,influence,early_career
koditschek,1979,"결국 Yale 대학원으로 복귀, Narendra 지도로 적응 제어 연구",교육,phd_enroll,grad
koditschek,1983,Yale University 전기공학 석사 및 박사 (M.S./Ph.D.),교육,phd_graduate,grad
koditschek,1983,Yale University 교수 임용,직업 이력,hire,early_career
koditschek,1984~1985,"Marc Raibert의 호핑 로봇 연구 발견, 깊은 영향",네트워크,influence,early_career
koditschek,1986,학생 Martin Buhler가 합류,네트워크,student_notable,early_career
koditschek,1987~1988,Buhler의 첫 저글링 로봇(평면 puck) 동작 시작,연구·프로젝트,demo,early_career
koditschek,1988~1989,학생 Elon Rimon과 함께 Khatib의 potential field 아이디어를 글로벌화 (대수적 위상 obstacle 발견),연구·프로젝트,breakthrough,early_career
koditschek,1988~1989,"Louis Whitcomb이 spatial 버전 제작, Al Rizzi가 spatial juggling 구현",연구·프로젝트,demo,early_career
koditschek,1991,Yale 떠남,직업 이력,move,early_career
koditschek,1992,"University of Michigan, Ann Arbor 이동",직업 이력,move,mid_career
koditschek,1990년대,Bob Full(UC Berkeley) 등 생물학자와 협업 (학생 Bill Schwin이 pogo stick 문헌 발견 계기),네트워크,collab_start,mid_career
koditschek,1990년대,Neuromechanics 분야 형성에 기여,연구·프로젝트,breakthrough,mid_career
koditschek,2001,"RHex 로봇 개발 (Martin Buehler 협업, Uluç Saranlı 박사학위)",연구·프로젝트,demo,mid_career
koditschek,2004,University of Pennsylvania 방문,교육,sabbatical_visit,mid_career
koditschek,2005.01,Penn ESE(Electrical and Systems Engineering) 학과장 수락 (Dean Eduardo Glandt 권유),직업 이력,admin_role,senior
koditschek,2005.01,Alfred Fitler Moore Professor 임용,직업 이력,promotion,senior
koditschek,이후 Penn 시절,Robert Ghrist와 컴퓨터위상 협업,네트워크,collab_start,senior
koditschek,이후 Penn 시절,Goran Lynch가 dynamical climbing RHex (RiSE) 박사논문 (Bob Full·Mark Cutkosky·Johnathan Clark 협업),연구·프로젝트,next_gen,senior
koditschek,이후 Penn 시절,학생 Johnathan Clark이 Florida 교수로 진출,네트워크,student_notable,senior
koditschek,2016,IEEE Robotics and Automation Society Pioneer Award 수상,수상·명예,lifetime_award,senior
koditschek,2017,Penn Heilmeier Award for Excellence in Research 수상,수상·명예,lifetime_award,senior
koditschek,인터뷰 시점,"Penn ESE 학과장, IEEE Life Fellow",직업 이력,admin_role,senior
kokotovic,1934,유고슬라비아 베오그라드 출생,개인사,birth,k12
kokotovic,어린 시절,베오그라드에서 학교 다니다 제2차 세계대전으로 학업 중단,외부 영향,war,k12
kokotovic,어린 시절,"폭격으로 자택 파괴, 4년간 무학 시기",외부 영향,war,k12
kokotovic,전후,학교 3~4교대 운영 속 교육 재개; 베오그라드는 양질의 교육 제공,교육,k12_enroll,k12
kokotovic,1952~1957 무렵,"베오그라드 대학교 전기공학 전공 (입학 경쟁 매우 치열, 2년 후 자격시험)",교육,bs_enroll,undergrad
kokotovic,대학 시절,Mitrović 교수 영향으로 자동제어 분야 입문 (서보 시스템 강의),네트워크,mentor_meet,undergrad
kokotovic,대학 시절,Boris Pupin Institute 부속 핵과학연구소에서 실험용 원자로의 중수 수위·제어 프로젝트,연구·프로젝트,proj_start,undergrad
kokotovic,대학 시절,"Rajko Tomović의 Belgrade Arm 프로젝트 초기 합류 (이후 Vukobratović가 계승, U.S. Veterans Administration 후원)",연구·프로젝트,proj_start,undergrad
kokotovic,학부 중,프랑스 (자동화 발전소)와 독일(슈투트가르트 공장) 산업체 인턴,창업·산업,industry_collab,undergrad
kokotovic,1957 무렵,학사·석사 학위 취득 지연(군 입대 회피 위한 유학),교육,bs_graduate,undergrad
kokotovic,1960,모스크바 IFAC Congress 참석 (베오그라드·자그레브·사라예보 동료들과 기차 이동),학회·커뮤니티,conf_attend,grad
kokotovic,1960,동 학회에서 Belgrade Hand 발표; 러시아 Kobrinsky의 EMG 제어 의수 시연 목격,연구·프로젝트,demo,grad
kokotovic,1960 무렵,"Opatija 사이버네틱스 학회에서 Norbert Wiener 영접, 베오그라드 안내",네트워크,mentor_meet,grad
kokotovic,유학 결정,Fulbright 후보 중 Mercedes 농담 사건으로 자격 박탈,실패·전환,rejected,grad
kokotovic,유학 결정,모스크바 1년 펠로십 받아 출국 권유,교육,phd_enroll,grad
kokotovic,유학 결정,모스크바 과학아카데미 IAT(자동화·텔레메카닉스 연구소) 진학,교육,phd_enroll,grad
kokotovic,유학 결정,"폐쇄 연구소를 Feldbaum 교수의 도움으로 비공식 출입, 결국 정식 통과 처리",교육,phd_advisor,grad
kokotovic,박사,모스크바 IAT 박사 학위,교육,phd_graduate,grad
kokotovic,박사,"Soviet 동료 Aizerman, Tsypkin, Emelyanov, Utkin 등 (""Magnificent Seven"") 형성",네트워크,collab_start,grad
kokotovic,귀국 후,"베오그라드 잠시 체류, 이후 미국행 결정 (Sputnik 이후 미국이 러시아 제어이론 인재 영입 시기)",외부 영향,policy,early_career
kokotovic,1965,미국 University of Illinois (Urbana) 부임 (Mac Van Valkenburg가 멘토 역할),직업 이력,hire,early_career
kokotovic,1965,Coordinated Science Lab + 전기공학과 50/50 임용,직업 이력,hire,early_career
kokotovic,1965~1967 무렵,"Heinz von Foerster, Ross Ashby와 교류",네트워크,collab_start,early_career
kokotovic,1973~1974 무렵,Apollo Soyuz 후속 미팅 참석 (Yerevan 근처 스포츠 트레이닝 센터),학회·커뮤니티,conf_attend,mid_career
kokotovic,1973~1974 무렵,Jurgen Ackerman 등 서구 동료들과 활동,네트워크,collab_start,mid_career
kokotovic,Illinois 시절,"Bill Perkins, Joe Cruz와 ""Illinois 트리오"" 형성",네트워크,collab_start,mid_career
kokotovic,Illinois 시절,Soviet 동료 Utkin을 Urbana에 1년 초청 등 동서 교류 가교,네트워크,collab_start,mid_career
kokotovic,Illinois 시절,"학생들 중 한 명은 Scheinman Hand로 작업, Mark Spong은 Pendubot/Acrobot 등 소형 로봇·교과서 집필",네트워크,student_notable,mid_career
kokotovic,1965~1990,Illinois 25년 재직,직업 이력,promotion,mid_career
kokotovic,1990,부인 Anna가 Santa Barbara에 임용되어 UC Santa Barbara로 이직,직업 이력,move,senior
kokotovic,1990,Center for Control Engineering and Computation 디렉터,직업 이력,admin_role,senior
kokotovic,인터뷰 시점,"UC Santa Barbara 명예교수, IEEE Control Systems Award 수상자, IEEE Life Fellow",직업 이력,emeritus,senior
kosecka,출생,슬로바키아(당시 체코슬로바키아) 출생,개인사,birth,k12
kosecka,학부/석사,Slovak Technical University (Bratislava)에서 전기공학·컴퓨터과학 학사·석사 (석사 논문은 농업 진단 전문가시스템 등 AI 분야),교육,ms_graduate,grad
kosecka,석사 후,"모교 연구원으로 근무, 학회에서 Ruzena Bajcsy의 로봇 강연을 듣고 로봇공학에 관심",네트워크,mentor_meet,early_career
kosecka,박사 진학,"University of Pennsylvania GRASP Lab으로 유학, Bajcsy 지도",교육,phd_enroll,grad
kosecka,박사 시절,자율 이동 에이전트의 hybrid system 모델·검증 프레임워크 연구 (Rodney Brooks 행동기반 로봇이 등장하던 시기),교육,phd_thesis,grad
kosecka,1996,Ph.D. 학위 취득 (UPenn),교육,phd_graduate,grad
kosecka,1996,"UC Berkeley 박사후연구원으로 이동, Jitendra Malik·Shankar Sastry와 자율주행 프로젝트 참여 (Honda 차량으로 차선 변경·차간거리 유지 시연)",교육,postdoc,early_career
kosecka,박사후 후반,"Y. Ma, S. Soatto, S. Sastry와 3D 비전 연구, 교과서 'An Invitation to 3-D Vision: From Images to Geometric Models' 공저",연구·프로젝트,paper,early_career
kosecka,박사후 ~3년,UC Berkeley에서 약 3년간 박사후연구,교육,postdoc,early_career
kosecka,박사후 후,"George Mason University 컴퓨터과학과 교수로 임용, manmade environment의 localization·mapping·구조 인식 연구",직업 이력,hire,early_career
kosecka,교수 초기,"NSF CAREER Award 등 수상, David Marr Prize 수상",수상·명예,paper_award,early_career
kosecka,테뉴어 후,Google 방문교수로 Street View 초기 프로토타입 작업 (1년),교육,sabbatical_visit,mid_career
kosecka,이후,Nokia Research Lab에서 Navteq 지도 데이터 활용 보행자 내비게이션 연구,연구·프로젝트,proj_start,mid_career
kosecka,이후,Stanford 방문교수로 강의 및 박사후 연구 지도,교육,sabbatical_visit,mid_career
kosecka,근래,Cesar Cadena 등 박사후와 semantic segmentation 연구; ARO·IARPA·NGA 등에서 연구비 수주,연구·프로젝트,proj_start,mid_career
kosecka,지속,IEEE RAS 컴퓨터비전·로봇지각 기술위원회 의장 역임,학회·커뮤니티,committee,mid_career
kosecka,2015,"ETHW 구술 인터뷰 (College Station, Texas)",학회·커뮤니티,conf_attend,mid_career
kosuge,1955,일본 미에현(Mie) 츠시(Tsu City) 출생,개인사,birth,k12
kosuge,대학,"Tokyo Institute of Technology(도쿄공업대학) 진학, Katsuhisa Furuta 교수 지도하 제어공학 전공",교육,bs_enroll,undergrad
kosuge,석사 후,"Nippon Denso(현 DENSO) 입사, 약 2년 3개월 근무",직업 이력,hire,early_career
kosuge,~1980,"도쿄공대 제어공학과로 복귀, 박사학위 없이 Research Associate 임용 (일본 시스템상 가능)",직업 이력,hire,early_career
kosuge,재직 중,"비선형 제어이론 연구, 매니퓰레이터 모델 추종 제어기 개발 (Nova/Data General 미니컴퓨터 사용)",연구·프로젝트,proj_start,early_career
kosuge,1980년대 중반,직접구동 매니퓰레이터를 활용한 듀얼암 협조 제어 연구,연구·프로젝트,proj_start,early_career
kosuge,1988경,Nachi-Fujikoshi 산업로봇 활용 single master multi-slave 제어 시스템 개발 (Sony 협력 커스텀 CPU),연구·프로젝트,demo,early_career
kosuge,1988,모교에서 박사학위(제어공학) 취득,교육,phd_graduate,early_career
kosuge,1989~1990,"MIT Mechanical Engineering 방문 (1년), Harry Asada 그룹에서 master-slave 제어 연구",교육,sabbatical_visit,early_career
kosuge,귀국 후,Nagoya University 후쿠다 토시오(Toshio Fukuda) 연구실 부교수 임용 (4년 6개월),직업 이력,promotion,early_career
kosuge,이 시기,"매니퓰레이터 기반 인간 파워 증강 시스템 개발, 안정성 보장 임피던스 제어 정립",연구·프로젝트,breakthrough,early_career
kosuge,39세,"Tohoku University 기계공학 관련 학과로 이적, 정교수 취임",직업 이력,promotion,mid_career
kosuge,1997경,다중 이동로봇 협조 제어 연구 중 Dance Partner Robot 프로젝트 시작 (입원한 학생의 연구주제 변경 계기),연구·프로젝트,proj_start,mid_career
kosuge,2005,"Aichi Expo NEDO 프로젝트로 댄스 파트너 로봇 PBDR 시연 (디자이너 Tatsuya Okonogi, Nomura Unison 협업, 2주 시연)",연구·프로젝트,demo,mid_career
kosuge,이후,Aichi Expo 경험을 바탕으로 자동차 공장용 PaDY (Parts/tools-Delivery-to-You) 로봇 개발,연구·프로젝트,proj_start,mid_career
kosuge,지속,"JSPS Kakenhi, NEDO, 산업체 자금으로 인간-로봇 물리적 상호작용 연구 지속",연구·프로젝트,proj_start,mid_career
kosuge,학회 활동,"SICE System Integration Division 신설·의장, RSJ 이사 및 Advanced Robotics 편집장(5년, 발행 횟수 4→8호로 확대), JSME megatronics 분과장",학회·커뮤니티,editorship,senior
kosuge,IEEE RAS,"Junior Past President 역임, 회비 인하 및 e-membership 도입 주도 (회원 22→9 USD)",학회·커뮤니티,committee,senior
kosuge,2012,"인터뷰 (St. Paul, MN, ICRA)",학회·커뮤니티,conf_attend,senior
kragic,출생,"크로아티아 출생, 고교까지 그곳에서 교육",개인사,birth,k12
kragic,고교 시절,프로그래밍·수학 중심으로 학습,교육,k12_enroll,k12
kragic,1995,Technical University of Rijeka에서 기계공학 학사,교육,bs_graduate,undergrad
kragic,1997,"스웨덴 KTH(왕립공과대학) 박사과정 진학, Center for Autonomous Systems 출범 멤버 (8~10명 박사 동시 채용 중 유일한 여성)",교육,phd_enroll,grad
kragic,박사 시절,"Henrik Christensen·Jan-Olof Eklundh 지도, 로봇 시각·물체 인식·grasping 연구; PUMA·Nomadic XR-4000 사용",교육,phd_thesis,grad
kragic,박사 말년,"Columbia University Peter Allen 그룹 6~7개월 방문, 모델 기반 실시간 트래킹·grasping 연구",교육,sabbatical_visit,grad
kragic,2001,KTH에서 컴퓨터과학 박사 학위 취득,교육,phd_graduate,grad
kragic,2001~,KTH 박사후/조교수,직업 이력,hire,early_career
kragic,2003,"Johns Hopkins University Gregory Hager 그룹 합류, 미세수술용 human-machine collaborative system 연구",교육,sabbatical_visit,early_career
kragic,귀국 후,KTH 조교수로 복귀,직업 이력,move,early_career
kragic,2007,KTH 정교수 승진; IEEE RAS Early Academic Career Award 수상,직업 이력,promotion,mid_career
kragic,2008,"EU 프로젝트 GRASP 시작 (4년, 약 8백만 유로, 6~7개 대학 + Otto-Bock 등; 의수·인간 손 모델링)",연구·프로젝트,proj_start,mid_career
kragic,방문,INRIA Rennes 방문연구원,교육,sabbatical_visit,mid_career
kragic,이후,Centre for Autonomous Systems 디렉터 취임 (박사 25명 규모로 확대),직업 이력,admin_role,mid_career
kragic,프로젝트,"TOMSY (위상수학 기반 모션 플래닝, 2014년 종료); CENTAURO (외골격 텔레오퍼레이션 켄타우로스형 로봇)",연구·프로젝트,proj_start,mid_career
kragic,2012,ERC Starting Grant 수상,수상·명예,paper_award,mid_career
kragic,지속,다중 센서 통합·촉각 기반 물체 모델링 연구; Volumental(3D 스캐닝) 등 학생 창업 지원,연구·프로젝트,proj_start,mid_career
kragic,2015,"ETHW 구술 인터뷰 (College Station, Texas; 7세 자폐 아들과 10개월 딸 양육 중)",학회·커뮤니티,conf_attend,mid_career
kragic,2019,스웨덴 연구위원회 Distinguished Professor Grant,수상·명예,lifetime_award,senior
kragic,지속,"IEEE RAS Computer & Robot Vision 기술위원회 의장, AdCom 위원, ICRA/IROS 편집장 등",학회·커뮤니티,editorship,senior
kumar,출생,인도 비하르주 파트나(Patna) 출생; 중인도·뉴델리에서 성장,개인사,birth,k12
kumar,학부,IIT Kanpur 기계공학 학사,교육,bs_graduate,undergrad
kumar,21세,"미국 유학 결정, Ohio State University 박사과정 진학",교육,phd_enroll,grad
kumar,석사,Ohio State에서 Ken Hunt(호주 출신) 지도하 운동학(kinematics) 석사,교육,ms_graduate,grad
kumar,박사 시절,"Kenneth Waldron 지도하 6족 보행기계 Adaptive Suspension Vehicle(ASV) 프로젝트 참여 (5백만 달러 규모, 약 1.6톤 차량, 보용 및 하중 분배 연구)",교육,phd_thesis,grad
kumar,1987,Ohio State 기계공학 박사 학위 취득,교육,phd_graduate,grad
kumar,1987,"University of Pennsylvania 교수 임용 (Richard 'Lou' Paul, Burton Paul, Ruzena Bajcsy 영향)",직업 이력,hire,early_career
kumar,1980년대 후반~90년대 초,"Bajcsy의 DARPA 프로젝트와 협력, 두 로봇 협조 물체 운반·다지 손가락 manipulation 연구",연구·프로젝트,proj_start,early_career
kumar,1991,NSF Presidential Young Investigator Award 수상 (학계 잔류 결심의 전환점),수상·명예,paper_award,early_career
kumar,1990년대,장애인용 walking chair (다리형 의자) 프로젝트 진행 (Johnson & Johnson 등 상용화 검토했으나 무산),실패·전환,proj_fail,early_career
kumar,90년대 후반~2000년대 초,"모바일 매니퓰레이터, 다중 모바일 로봇 협조 탐사·맵핑 연구",연구·프로젝트,proj_start,mid_career
kumar,2000년대 중반 이후,"다중 공중 로봇(UAV) 협조 연구로 확장, Stephen Pratt(Arizona State)와 개미 행동 연구 협업",연구·프로젝트,proj_start,mid_career
kumar,2003,ASME Fellow,수상·명예,fellow,mid_career
kumar,2008,박사 지도생 ICRA 최우수 논문상,수상·명예,paper_award,mid_career
kumar,2011년 여름,Tohoku University와 후쿠시마 붕괴 건물 자율 비행로봇 프로젝트 시작 (NSF 자금),연구·프로젝트,proj_start,mid_career
kumar,2011,"ETHW 구술 인터뷰 (Philadelphia, PA), GRASP Lab 디렉터 시기",학회·커뮤니티,conf_attend,mid_career
kumar,2012,World Technology Network Award 수상; 2012~2014 백악관 OSTP Assistant Director(로봇·CPS) 역임,직업 이력,admin_role,senior
kumar,2013,Popular Science Breakthrough Award; National Academy of Engineering 회원,수상·명예,lifetime_award,senior
kumar,2014,Engelberger Robotics Award,수상·명예,lifetime_award,senior
kumar,2017,"IEEE RAS George Saridis Leadership Award, ASME Robert E. Abbott Award",수상·명예,lifetime_award,senior
kumar,이후,자율비행 솔루션 회사 Exyn Technologies 창업; Penn 공대 학장 취임,창업·산업,company_found,senior
laumond,1953,프랑스 툴루즈 북부 시골 마을 출생,개인사,birth,k12
laumond,학교 시절,"Brive에서 학교, Toulouse 대학 입학; classe préparatoire 후 수학과로 전과",교육,bs_enroll,undergrad
laumond,1976,"Université Paul Sabatier(Toulouse) 수학 석사, 교사 자격 취득",교육,ms_graduate,grad
laumond,1976~1981,"고교 수학 교사 (5년, 프랑스 북부 등; 24세 때 첫 부임)",직업 이력,hire,early_career
laumond,1977경,친구의 권유로 LAAS Georges Giralt와 첫 면담; 두 번째 면담에서 컴퓨터과학 학위 권유 받음,네트워크,mentor_meet,early_career
laumond,~1983,교사 병행하며 컴퓨터과학 학위 취득 (Hopcroft·Tarjan 그래프 분해 알고리즘 학습),교육,ms_graduate,early_career
laumond,1983,IJCAI '83 Karlsruhe에서 첫 단독저자 논문 발표 (이동로봇 환경 학습); HILARE 프로젝트 첫 노출,연구·프로젝트,paper,grad
laumond,1984,Université Paul Sabatier 로봇공학 박사,교육,phd_graduate,grad
laumond,1985,CNRS 정연구원 임용 (32세); LAAS 합류,직업 이력,hire,early_career
laumond,1985,"Giralt가 비홀로노믹 모션 플래닝 문제를 제기, 평생 연구 주제가 됨",연구·프로젝트,proj_start,early_career
laumond,1986,Amsterdam IAS 심포지엄에서 차량형 로봇 파킹 가능성 첫 증명,연구·프로젝트,breakthrough,early_career
laumond,1989,Habilitation 취득,교육,phd_graduate,early_career
laumond,1990년 여름,"Stanford에서 Jean-Claude Latombe 초청으로 3~4개월 방문, 다중 트레일러 시스템 controllability 증명",교육,sabbatical_visit,early_career
laumond,1991~1995,프랑스 Comité National de la Recherche Scientifique 위원,학회·커뮤니티,committee,early_career
laumond,1992~1995,"EU 프로젝트 PROMotion 주도 (순수수학자 포함, 비홀로노믹 모션 플래닝)",연구·프로젝트,proj_start,mid_career
laumond,1992~2002,EU 프로젝트 MOLOG 등 참여 (가상 프로토타이핑 응용),연구·프로젝트,proj_start,mid_career
laumond,2001~2002,"Kineo CAM 창업·CEO (모션 플래닝 기술 상용화, 자동차 가상 프로토타이핑)",창업·산업,company_found,mid_career
laumond,2003~2007,Kineo CAM 과학자문 후 분리,창업·산업,industry_collab,mid_career
laumond,2003,인체형 모션 플래닝 연구 시작; Symposium on Computer Animation에서 이족 보행 캐릭터 발표,연구·프로젝트,proj_start,mid_career
laumond,2004,IROS Sendai에서 AIST의 Eiichi Yoshida·Kazuhito Yokoi와 만남 → HRP-2 협업 시작,네트워크,collab_start,mid_career
laumond,2005~2008,프랑스-일본 합동 연구실(JRL) 공동 디렉터; HRP-2로 바벨 조작 등 휴머노이드 모션 플래닝 시연,직업 이력,admin_role,mid_career
laumond,2006,LAAS Gepetto 연구그룹(인체형 모션 전담) Research Director 취임,직업 이력,admin_role,mid_career
laumond,이후,"Alain Berthoz와 인간 보행의 수학적 모델 연구, Journal of Neuroscience 논문 발표",연구·프로젝트,paper,mid_career
laumond,2011,ETHW 구술 인터뷰 (San Francisco),학회·커뮤니티,conf_attend,senior
laumond,2011~2012,Collège de France의 Liliane Bettencourt 기술혁신 석좌교수 선정,수상·명예,honorary_degree,senior
laumond,지속,Ecole Normale Supérieure(Paris)에서 로봇공학 강의,직업 이력,admin_role,senior
lee_daniel,출생,미국 California주 San Francisco 인근 출생 (당시 부친은 Stanford 대학원생),개인사,birth,k12
lee_daniel,유년기,Michigan주 Upper Peninsula로 이주하여 성장,개인사,relocation,k12
lee_daniel,1990,Harvard University 물리학 학사,교육,bs_graduate,undergrad
lee_daniel,대학원 시절,"MIT에서 LEGO 로봇 수업 수강, 대회 참가 (석사·박사 과정 중)",교육,phd_thesis,grad
lee_daniel,1995,MIT 응집물질물리학(condensed matter physics) 박사 (X선·중성자 산란 연구),교육,phd_graduate,grad
lee_daniel,1995,AT&T Bell Labs 박사후연구원으로 합류; Theoretical Physics 및 Biological Computation 부서 6년 재직,교육,postdoc,early_career
lee_daniel,Bell Labs 시기,"소형 로봇 개(Sony AIBO 출시 이전) 자체 제작, 보행 알고리즘 연구; sparse coding 등 머신러닝 알고리즘 개발",연구·프로젝트,breakthrough,early_career
lee_daniel,2001,"University of Pennsylvania 부임 (UPS Foundation Professor of Transportation, 전기·시스템공학); 닷컴 거품 직전 자사주 처분 후 학계 이동",직업 이력,hire,early_career
lee_daniel,부임 직후,"GRASP Lab 합류 (Bajcsy 직전, Vijay Kumar가 디렉터로 막 취임); RoboCup 팀 인수 (Sony AIBO로 축구)",연구·프로젝트,proj_start,early_career
lee_daniel,2004,NSF Presidential Early Career Award 수상,수상·명예,paper_award,early_career
lee_daniel,2006,Lindback Award for Distinguished Teaching 수상,수상·명예,paper_award,early_career
lee_daniel,2007,Penn 팀 이끌고 DARPA Urban Challenge 완주 (사막 먼지폭풍으로 LIDAR 문제 경험),연구·프로젝트,demo,mid_career
lee_daniel,2008~2011,Evan C. Thompson Term Professor for Distinguished Teaching,수상·명예,honorary_degree,mid_career
lee_daniel,이후,"DARPA Robotics Challenge 참가, Dennis Hong 그룹 및 한국 회사와 이족 휴머노이드 협업",연구·프로젝트,proj_start,mid_career
lee_daniel,박사졸업생,"제1호 Yuanqin Lin (NEC Research Labs Director), Jihun Hamm (Ohio State University) 등",네트워크,student_notable,mid_career
lee_daniel,GRASP 디렉터,약 2년간 GRASP Lab 디렉터 (Vijay Kumar → George Pappas → Kostas Daniilidis → Daniel Lee 순),직업 이력,admin_role,mid_career
lee_daniel,지속,CMU-Penn University Transportation Center 공동 디렉터 (자율주행 연구),직업 이력,admin_role,mid_career
lee_daniel,2014,"ETHW 구술 인터뷰 (Chicago, IL)",학회·커뮤니티,conf_attend,mid_career
lin,출생,대만 출생,개인사,birth,k12
lin,1980,가족과 함께 미국 California 이민,개인사,relocation,k12
lin,고교,California주 Sunny Hill High School,교육,k12_enroll,k12
lin,학부 초,"UCLA 2년 (집과 가까운 곳, 일반교양·공학 폭넓게 수강)",교육,bs_enroll,undergrad
lin,학부 후반,"UC Berkeley로 편입, 전기공학·컴퓨터과학(EE/CS) 학사",교육,bs_graduate,undergrad
lin,대학원,UC Berkeley 석사·박사; John Canny 지도 (1년차 fellowship으로 자유 탐색),교육,phd_enroll,grad
lin,박사 시절,"로봇 모션 플래닝으로 시작, 충돌 검출(collision detection) 알고리즘으로 전환",교육,phd_thesis,grad
lin,1993경,UC Berkeley EE/CS 박사 학위 (Lin-Canny 알고리즘으로 알려짐),교육,phd_graduate,grad
lin,졸업 직후,Naval Postgraduate School(Monterey) 교수 부임 (1년),직업 이력,hire,early_career
lin,1년 후,결혼 후 NCNT(노스캐롤라이나 주립대 Greensboro 인근 HBCU)로 방문교수 → 정년트랙 (1시간 통근),직업 이력,move,early_career
lin,1994,NSF Young Faculty Career Award (3인 중 1명),수상·명예,paper_award,early_career
lin,1995경,US Army Research Office(ARO) 컴퓨터과학 창립 프로그램 매니저로 이직 (약 2년 반),직업 이력,move,early_career
lin,ARO 재직 중,"Staff Research Program으로 UNC Chapel Hill 겸임, 학생 지도 지속",직업 이력,admin_role,early_career
lin,1997,"UNC Chapel Hill 정식 부임 (Michigan과 경합 끝에 선택, 남편 Dinesh Manocha와 함께)",직업 이력,move,early_career
lin,UNC 시기,"I-COLLIDE, RAPID, V-COLLIDE, PQP 등 충돌 검출 라이브러리 공개 (50여개 기업 사용)",연구·프로젝트,breakthrough,early_career
lin,1997,Honda Research Initiation Award 수상,수상·명예,paper_award,early_career
lin,~2000,SensAble Technologies(MIT 스핀오프) 접촉으로 햅틱 연구 시작; Ken Salisbury·Elaine Chen과 협업,네트워크,collab_start,early_career
lin,2000년대,햅틱 렌더링·다중 감각 모달리티 연구 (약 7~8년),연구·프로젝트,proj_start,mid_career
lin,2010,IEEE VGTC VR Technical Achievement Award,수상·명예,lifetime_award,mid_career
lin,2011~2014,IEEE Transactions on Visualization and Computer Graphics 편집장,학회·커뮤니티,editorship,mid_career
lin,2012,IEEE Fellow,수상·명예,fellow,mid_career
lin,2015,"IEEE Computer Society 이사회·Transactions Operations Committee 의장; ETHW 구술 인터뷰 (College Station, Texas)",학회·커뮤니티,committee,senior
lin,이후,UNC John R. & Louise S. Parker Distinguished Professor를 거쳐 University of Maryland College Park Elizabeth Stevinson Iribe Chair 부임,직업 이력,move,senior
lin,지속,칭화대학교 명예 교수직 보유; ICRA 워크숍 'Boundary Between Virtual Reality and Robotics' 공동 조직,수상·명예,honorary_degree,senior
lozano_perez,1952. 8. 21,쿠바 Guantánamo 출생,개인사,birth,k12
lozano_perez,~10세,"쿠바 출국, 마이애미 단기 거주 후 푸에르토리코 이주",개인사,relocation,k12
lozano_perez,고교,푸에르토리코에서 고교 졸업,교육,k12_graduate,k12
lozano_perez,대학,MIT 입학 (전기공학·컴퓨터과학 전공으로 변경),교육,bs_enroll,undergrad
lozano_perez,1973,MIT 학사; Patrick Winston 지도하 컴퓨터비전 학부논문,교육,bs_graduate,undergrad
lozano_perez,1973~1974,MIT AI Lab 근무 (1년); Hirochika Inoue 방문 시 Little Robot 작업 보조하며 로봇공학에 관심,직업 이력,hire,early_career
lozano_perez,대학원 시작,Winston 권유로 mechanical assembly 언어 연구; SHRDLU의 FINDSPACE/MAKESPACE 문제로 발전,교육,phd_enroll,grad
